study_id,observation_id,pair_id,timestamp_utc,path,workload_id,target_slug,target_canonical_url,endpoint_url,provider,model,model_version,cache_state,http_status,input_tokens,cached_input_tokens,uncached_input_tokens,output_tokens,input_cost_usd,cached_input_cost_usd,output_cost_usd,reasoning_compute_cost_usd,fresh_model_cost_usd,prompt_cache_cost_usd,governed_retrieval_payment_usd,governed_payment_asset,governed_payment_chain,governed_payment_tier,additional_retrieval_cost_usd,verification_cost_usd,provenance_policy_cost_usd,per_hit_state_service_cost_usd,miss_overhead_usd,residual_fresh_compute_cost_usd,total_observed_requester_cost_usd,quality_gate_pass,canonical_id_match,canonical_slug_match,canonical_url_match,schema_valid,provenance_valid,rights_policy_valid,quality_failure_reason,accepted_governed_hit,fallback_required,cre_control_usd,economic_substitution_fraction_s,latency_total_ms,latency_retrieval_ms,latency_verification_ms,latency_model_ms,latency_fallback_ms,cost_measurement_class,pricing_source,benchmark_reference_commit,calibration_commit,workload_spec_commit,source_version,notes
CD-WORKLOAD-20260828-001,CD-001-P1-0001,,2026-08-29T00:15:54.712Z,P1,CD-WORKLOAD-20260828-001,robbie-george-biography-plate,https://www.robbiegeorgephotography.com/who-is-robbie-george,https://api.openai.com/v1/responses,OpenAI,gpt-5.6-luna,gpt-5.6-luna,P1_EXPLICIT_NO_CACHE,200,275,0,275,62,0.000055000000,0.000000000000,0.000074400000,0.000000000000,0.000129400000,,,,,,,,,,,,0.000129400000,true,,,,true,,,,,false,,,2722.199,,,2722.199,,MEASURED,data/CD-WORKLOAD-20260828-001-provider.json,a8975fc32303ab6cfd8c4b88cf191dd627b0b87f,093906142f6a9b206a5020b1321606a333f790c8,03a67e9b6db7581ba0175b622f0b397a1a0e78a4,gpt-5.6-luna,P1 fresh recomputation; explicit cache mode with zero configured breakpoints; reasoning_tokens=0
CD-WORKLOAD-20260828-001,CD-001-P1-0002,,2026-08-29T00:27:36.659Z,P1,CD-WORKLOAD-20260828-001,robbie-george-biography-plate,https://www.robbiegeorgephotography.com/who-is-robbie-george,https://api.openai.com/v1/responses,OpenAI,gpt-5.6-luna,gpt-5.6-luna,P1_EXPLICIT_NO_CACHE,200,275,0,275,62,0.000055000000,0.000000000000,0.000074400000,0.000000000000,0.000129400000,,,,,,,,,,,,0.000129400000,true,,,,true,,,,,false,,,1616.252,,,1616.252,,MEASURED,data/CD-WORKLOAD-20260828-001-provider.json,a8975fc32303ab6cfd8c4b88cf191dd627b0b87f,add6e2fda2ae0d09bef87756c7725fac5513d998,03a67e9b6db7581ba0175b622f0b397a1a0e78a4,gpt-5.6-luna,P1 fresh recomputation; explicit cache mode with zero configured breakpoints; reasoning_tokens=0
